Date,Type,Block,Street,Story,Area,Model  ,LeaseBegin,LeaseRemaining(in months),ResalePrice
2022-01,3 ROOM,13,PUNGGOL WALK,13 TO 15,67,Model A,2015,1108,420000
2022-01,4 ROOM,13,PUNGGOL WALK,16 TO 18,93,Model A,2015,1109,525000
2022-01,4 ROOM,13,PUNGGOL WALK,16 TO 18,93,Model A,2015,1108,535800
2022-05,3 ROOM,13,PUNGGOL WALK,16 TO 18,67,Model A,2015,1103,436888
2022-05,4 ROOM,13,PUNGGOL WALK,04 TO 06,93,Model A,2015,1104,525000
2022-05,4 ROOM,13,PUNGGOL WALK,04 TO 06,93,Model A,2015,1104,510000
2022-07,4 ROOM,13,PUNGGOL WALK,07 TO 09,93,Model A,2015,1102,545000
2022-09,3 ROOM,13,PUNGGOL WALK,04 TO 06,67,Model A,2015,1100,440000
2022-09,4 ROOM,13,PUNGGOL WALK,01 TO 03,93,Model A,2015,1100,514000
2022-11,3 ROOM,13,PUNGGOL WALK,13 TO 15,67,Model A,2015,1098,445000
2022-01,5 ROOM,13,PUNGGOL WALK,07 TO 09,113,Improved,2015,1107,598000
2022-01,4 ROOM,13,PUNGGOL WALK,07 TO 09,93,Model A,2015,1107,505000
2022-02,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Model A,2015,1107,512000
2022-05,5 ROOM,13,PUNGGOL WALK,04 TO 06,113,Improved,2015,1104,598000
2022-08,4 ROOM,13,PUNGGOL WALK,13 TO 15,93,Model A,2015,1101,535000
2022-08,4 ROOM,13,PUNGGOL WALK,01 TO 03,93,Model A,2015,1101,485000
2022-04,5 ROOM,13,PUNGGOL WALK,04 TO 06,113,Improved,2015,1105,600000
2022-04,5 ROOM,13,PUNGGOL WALK,16 TO 18,113,Improved,2015,1105,618000
2022-04,5 ROOM,13,PUNGGOL WALK,16 TO 18,113,Improved,2015,1104,655000
2022-04,5 ROOM,13,PUNGGOL WALK,07 TO 09,113,Improved,2015,1104,650000
2022-04,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Model A,2015,1104,555000
2022-08,5 ROOM,13,PUNGGOL WALK,07 TO 09,113,Improved,2015,1102,638888
2022-08,5 ROOM,13,PUNGGOL WALK,01 TO 03,113,Improved,2015,1101,565000
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,113,Improved,2015,1098,700000
2022-11,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Model A,2015,1098,585000
2022-12,5 ROOM,13,PUNGGOL WALK,10 TO 12,113,Improved,2015,1098,691800
2022-12,5 ROOM,13,PUNGGOL WALK,10 TO 12,113,Improved,2015,1098,670000
2022-01,4 ROOM,13,PUNGGOL WALK,13 TO 15,93,Model A,2015,1107,543000
2022-04,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Model A,2015,1105,520000
2022-04,4 ROOM,13,PUNGGOL WALK,07 TO 09,93,Model A,2015,1104,545000
2022-08,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Model A,2015,1102,555000
2022-09,4 ROOM,13,PUNGGOL WALK,16 TO 18,93,Model A,2015,1100,600000
2022-10,5 ROOM,13,PUNGGOL WALK,04 TO 06,113,Improved,2015,1099,618000
2022-02,4 ROOM,17,SUMANG WALK,16 TO 18,92,Model A,2017,1133,548000
2022-03,5 ROOM,17,SUMANG WALK,04 TO 06,112,Improved,2017,1132,635000
2022-04,5 ROOM,17,SUMANG WALK,10 TO 12,112,Improved,2017,1132,650000
2022-06,4 ROOM,17,SUMANG WALK,07 TO 09,92,Model A,2017,1130,540000
2022-07,5 ROOM,17,SUMANG WALK,10 TO 12,112,Improved,2017,1129,655000
2022-02,5 ROOM,17,SUMANG WALK,13 TO 15,112,Improved,2017,1134,676400
2022-02,5 ROOM,17,SUMANG WALK,04 TO 06,112,Improved,2017,1133,605000
2022-02,4 ROOM,17,SUMANG WALK,07 TO 09,92,Model A,2017,1134,540000
2022-03,5 ROOM,17,SUMANG WALK,07 TO 09,112,Improved,2017,1132,648000
2022-03,4 ROOM,17,SUMANG WALK,13 TO 15,92,Model A,2017,1133,585000
2022-07,4 ROOM,17,SUMANG WALK,04 TO 06,92,Model A,2017,1129,540000
2022-08,5 ROOM,17,SUMANG WALK,01 TO 03,112,Improved,2017,1128,645000
2022-09,4 ROOM,17,SUMANG WALK,13 TO 15,92,Model A,2017,1127,578888
2022-11,4 ROOM,17,SUMANG WALK,04 TO 06,92,Model A,2017,1125,545000
2022-12,5 ROOM,17,SUMANG WALK,04 TO 06,112,Improved,2017,1124,670000
2022-12,5 ROOM,17,SUMANG WALK,10 TO 12,112,Improved,2017,1124,703800
2022-06,5 ROOM,17,SUMANG WALK,13 TO 15,112,Improved,2017,1129,680000
2022-06,5 ROOM,17,SUMANG WALK,16 TO 18,112,Improved,2017,1129,660000
2022-08,4 ROOM,17,SUMANG WALK,07 TO 09,92,Model A,2017,1128,545000
2022-09,5 ROOM,17,SUMANG WALK,01 TO 03,112,Improved,2017,1127,620000
2022-10,4 ROOM,17,SUMANG WALK,01 TO 03,92,Model A,2017,1126,542500
2022-11,5 ROOM,17,SUMANG WALK,07 TO 09,112,Improved,2017,1125,680000
2022-05,4 ROOM,17,SUMANG WALK,13 TO 15,92,Model A,2017,1131,548000
2022-06,4 ROOM,17,SUMANG WALK,01 TO 03,92,Model A,2017,1129,485000
2022-12,4 ROOM,15,SUMANG LANE,10 TO 12,93,Model A,2018,1141,580000
2022-12,4 ROOM,15,SUMANG LANE,10 TO 12,93,Model A,2018,1141,565000
2022-12,3 ROOM,15,SUMANG LANE,16 TO 18,68,Model A,2018,1141,460000
2022-12,3 ROOM,15,SUMANG LANE,01 TO 03,68,Model A,2018,1141,405000
2022-10,4 ROOM,15,SUMANG LANE,01 TO 03,93,Model A,2018,1142,530000
2022-12,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1141,600000
2022-04,4 ROOM,15,SUMANG LANE,01 TO 03,93,Model A,2018,1148,472500
2022-07,3 ROOM,15,SUMANG LANE,07 TO 09,68,Model A,2018,1146,420000
2022-09,4 ROOM,15,SUMANG LANE,07 TO 09,93,Model A,2018,1144,540000
2022-12,4 ROOM,15,SUMANG LANE,10 TO 12,93,Model A,2018,1142,543000
2022-08,3 ROOM,15,SUMANG LANE,16 TO 18,68,Model A,2018,1145,435000
2022-10,3 ROOM,15,SUMANG LANE,07 TO 09,68,Model A,2018,1143,450000
2022-06,3 ROOM,15,SUMANG LANE,01 TO 03,68,Model A,2018,1147,390000
2022-07,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1146,523000
2022-09,3 ROOM,15,SUMANG LANE,04 TO 06,68,Model A,2018,1144,425000
2022-10,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1143,555888
2022-10,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1143,620000
2022-11,3 ROOM,15,SUMANG LANE,13 TO 15,68,Model A,2018,1142,465888
2022-11,3 ROOM,15,SUMANG LANE,13 TO 15,68,Model A,2018,1142,448000
2022-11,4 ROOM,15,SUMANG LANE,10 TO 12,93,Model A,2018,1142,580000
2022-12,3 ROOM,15,SUMANG LANE,01 TO 03,68,Model A,2018,1141,410000
2022-12,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1142,540000
2022-08,3 ROOM,15,SUMANG LANE,04 TO 06,68,Model A,2018,1145,403888
2022-12,3 ROOM,15,SUMANG LANE,10 TO 12,68,Model A,2018,1141,450000
2022-01,4 ROOM,15,SUMANG LANE,04 TO 06,92,Premium Apartment,2018,1143,495000
2022-01,4 ROOM,15,SUMANG LANE,07 TO 09,93,Premium Apartment,2018,1142,526800
2022-02,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1142,688000
2022-02,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1141,660000
2022-03,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1141,570000
2022-03,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1141,680000
2022-04,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1140,688000
2022-05,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1138,550000
2022-06,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1138,568000
2022-06,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1138,700000
2022-07,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1137,560000
2022-07,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1137,690000
2022-08,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1136,600088
2022-08,4 ROOM,15,SUMANG LANE,13 TO 15,92,Premium Apartment,2018,1135,578000
2022-09,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1135,580000
2022-10,4 ROOM,15,SUMANG LANE,04 TO 06,93,Premium Apartment,2018,1134,575000
2022-11,4 ROOM,15,SUMANG LANE,07 TO 09,93,Premium Apartment,2018,1133,580000
2022-11,5 ROOM,15,SUMANG LANE,16 TO 18,114,Premium Apartment,2018,1133,735000
2022-01,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1142,648000
2022-02,5 ROOM,15,SUMANG LANE,16 TO 18,114,Premium Apartment,2018,1142,682588
2022-03,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1140,666000
2022-04,4 ROOM,15,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,1140,565000
2022-04,4 ROOM,15,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,1139,530000
2022-04,4 ROOM,15,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,1139,535000
2022-05,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1139,548000
2022-05,4 ROOM,15,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,1138,530000
2022-05,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1139,670000
2022-05,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1138,696888
2022-07,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1138,562000
2022-08,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1135,720000
2022-04,4 ROOM,15,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,1139,560000
2022-04,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1140,678000
2022-05,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1139,650000
2022-06,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1138,575000
2022-06,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1137,572000
2022-06,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1138,705000
2022-07,4 ROOM,15,SUMANG LANE,01 TO 03,93,Premium Apartment,2018,1136,515000
2022-07,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1137,715000
2022-07,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1137,688000
2022-08,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1136,630000
2022-09,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1135,600000
2022-09,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1135,723000
2022-09,5 ROOM,15,SUMANG LANE,13 TO 15,114,Premium Apartment,2018,1135,718000
2022-09,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1135,685000
2022-09,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1134,730888
2022-10,5 ROOM,15,SUMANG LANE,16 TO 18,114,Premium Apartment,2018,1134,720000
2022-10,5 ROOM,15,SUMANG LANE,01 TO 03,114,Premium Apartment,2018,1134,685000
2022-11,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1133,750000
2022-02,4 ROOM,15,SUMANG LANE,04 TO 06,93,Premium Apartment,2018,1142,490000
2022-03,4 ROOM,15,SUMANG LANE,16 TO 18,92,Premium Apartment,2018,1141,560000
2022-03,4 ROOM,15,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,1140,545000
2022-03,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1141,655000
2022-04,4 ROOM,15,SUMANG LANE,13 TO 15,92,Premium Apartment,2018,1140,585000
2022-04,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1139,645000
2022-05,4 ROOM,15,SUMANG LANE,04 TO 06,92,Premium Apartment,2018,1138,518000
2022-05,4 ROOM,15,SUMANG LANE,16 TO 18,92,Premium Apartment,2018,1138,570000
2022-06,4 ROOM,15,SUMANG LANE,04 TO 06,93,Premium Apartment,2018,1138,530888
2022-06,4 ROOM,15,SUMANG LANE,07 TO 09,93,Premium Apartment,2018,1139,538000
2022-06,4 ROOM,15,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,1138,550000
2022-06,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1138,710000
2022-07,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1136,558000
2022-07,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1137,710000
2022-08,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1136,658000
2022-10,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1134,575888
2022-04,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1139,550000
2022-04,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1140,683388
2022-05,4 ROOM,15,SUMANG LANE,13 TO 15,92,Premium Apartment,2018,1139,575000
2022-05,4 ROOM,15,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,1139,570000
2022-05,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1139,568888
2022-05,4 ROOM,15,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,1139,560000
2022-05,4 ROOM,15,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,1139,540000
2022-06,4 ROOM,15,SUMANG LANE,13 TO 15,92,Premium Apartment,2018,1138,568888
2022-06,4 ROOM,15,SUMANG LANE,04 TO 06,92,Premium Apartment,2018,1138,535000
2022-06,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1138,680000
2022-07,4 ROOM,15,SUMANG LANE,04 TO 06,92,Premium Apartment,2018,1137,540888
2022-07,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1137,680000
2022-08,4 ROOM,15,SUMANG LANE,13 TO 15,93,Premium Apartment,2018,1136,575000
2022-08,5 ROOM,15,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,1136,699000
2022-09,4 ROOM,15,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,1135,580000
2022-10,5 ROOM,15,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,1134,688888
2022-12,5 ROOM,15,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,1133,745000
2022-10,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1142,575000
2022-11,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1141,540000
2022-11,4 ROOM,15,SUMANG LANE,10 TO 12,93,Model A,2018,1141,558000
2022-12,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1140,530000
2022-12,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1140,556000
2022-09,5 ROOM,15,SUMANG LANE,04 TO 06,113,Improved,2018,1143,642000
2022-12,5 ROOM,15,SUMANG LANE,07 TO 09,113,Improved,2018,1140,718000
2022-12,5 ROOM,15,SUMANG LANE,16 TO 18,113,Improved,2018,1140,708000
2022-12,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1140,538000
2022-10,3 ROOM,15,SUMANG LANE,16 TO 18,68,Model A,2018,1142,460000
2022-12,4 ROOM,15,SUMANG LANE,04 TO 06,93,Model A,2018,1140,550000
2022-12,4 ROOM,15,SUMANG LANE,13 TO 15,93,Model A,2018,1140,578000
2022-02,4 ROOM,17,SUMANG WALK,04 TO 06,93,Model A,2016,1127,510000
2022-07,3 ROOM,17,SUMANG WALK,10 TO 12,68,Model A,2016,1122,425000
2022-07,3 ROOM,17,SUMANG WALK,13 TO 15,68,Model A,2016,1122,438000
2022-11,4 ROOM,17,SUMANG WALK,07 TO 09,93,Model A,2016,1118,572000
2022-11,4 ROOM,17,SUMANG WALK,10 TO 12,93,Model A,2016,1118,575888
2022-01,4 ROOM,17,SUMANG WALK,10 TO 12,93,Model A,2016,1128,540000
2022-11,4 ROOM,17,SUMANG WALK,01 TO 03,93,Model A,2016,1118,520000
2022-01,4 ROOM,17,SUMANG WALK,13 TO 15,93,Model A,2016,1127,550000
2022-02,4 ROOM,17,SUMANG WALK,16 TO 18,93,Model A,2016,1127,585000
2022-03,4 ROOM,17,SUMANG WALK,07 TO 09,93,Model A,2016,1126,508888
2022-03,4 ROOM,17,SUMANG WALK,16 TO 18,93,Model A,2016,1125,560000
2022-06,4 ROOM,17,SUMANG WALK,04 TO 06,93,Model A,2016,1123,557000
2022-07,4 ROOM,17,SUMANG WALK,13 TO 15,93,Model A,2016,1122,585000
2022-09,4 ROOM,17,SUMANG WALK,07 TO 09,93,Model A,2016,1120,540000
2022-10,3 ROOM,17,SUMANG WALK,01 TO 03,68,Model A,2016,1119,408000
2022-01,3 ROOM,17,SUMANG WALK,07 TO 09,68,Model A,2016,1128,380000
2022-03,3 ROOM,17,SUMANG WALK,16 TO 18,68,Model A,2016,1126,415000
2022-03,4 ROOM,17,SUMANG WALK,16 TO 18,93,Model A,2016,1125,558000
2022-04,4 ROOM,17,SUMANG WALK,16 TO 18,93,Model A,2016,1125,570000
2022-04,4 ROOM,17,SUMANG WALK,13 TO 15,93,Model A,2016,1124,560000
2022-07,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1116,665000
2022-09,5 ROOM,9,PUNGGOL FIELD,13 TO 15,113,Improved,2016,1114,700000
2022-01,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Model A,2016,1122,515000
2022-02,3 ROOM,9,PUNGGOL FIELD,07 TO 09,68,Model A,2016,1121,405000
2022-02,3 ROOM,9,PUNGGOL FIELD,01 TO 03,68,Model A,2016,1121,388000
2022-05,3 ROOM,9,PUNGGOL FIELD,13 TO 15,68,Model A,2016,1117,430000
2022-01,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1122,675000
2022-01,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1122,630000
2022-02,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1121,658000
2022-02,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Model A,2016,1121,483000
2022-07,5 ROOM,9,PUNGGOL FIELD,13 TO 15,113,Improved,2016,1115,685000
2022-07,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Model A,2016,1115,543000
2022-07,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Model A,2016,1116,558888
2022-12,5 ROOM,9,PUNGGOL FIELD,16 TO 18,113,Improved,2016,1112,700000
2022-12,5 ROOM,9,PUNGGOL FIELD,13 TO 15,113,Improved,2016,1111,745000
2022-12,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Model A,2016,1111,548000
2022-01,3 ROOM,9,PUNGGOL FIELD,16 TO 18,68,Model A,2016,1122,418000
2022-04,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Model A,2016,1119,542888
2022-06,3 ROOM,9,PUNGGOL FIELD,07 TO 09,68,Model A,2016,1117,400000
2022-07,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Model A,2016,1115,515000
2022-11,3 ROOM,9,PUNGGOL FIELD,07 TO 09,68,Model A,2016,1113,445000
2022-12,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Model A,2016,1111,572000
2022-01,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Model A,2016,1121,515000
2022-04,4 ROOM,9,PUNGGOL FIELD,16 TO 18,93,Model A,2016,1118,552000
2022-04,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Model A,2016,1118,473000
2022-05,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Model A,2016,1118,545000
2022-06,5 ROOM,9,PUNGGOL FIELD,13 TO 15,113,Improved,2016,1116,700000
2022-07,5 ROOM,9,PUNGGOL FIELD,10 TO 12,113,Improved,2016,1116,665000
2022-08,5 ROOM,9,PUNGGOL FIELD,13 TO 15,113,Improved,2016,1115,660000
2022-10,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Model A,2016,1113,578888
2022-11,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1112,668000
2022-11,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Improved,2016,1112,720000
2022-12,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Model A,2016,1111,528000
2022-12,4 ROOM,9,PUNGGOL FIELD,16 TO 18,93,Model A,2016,1111,568888
2022-01,4 ROOM,25,PUNGGOL WAY,10 TO 12,93,Model A,2016,1122,545000
2022-01,5 ROOM,25,PUNGGOL WAY,16 TO 18,113,Improved,2016,1122,680000
2022-04,4 ROOM,25,PUNGGOL WAY,13 TO 15,93,Model A,2016,1119,525000
2022-09,5 ROOM,25,PUNGGOL WAY,01 TO 03,113,Improved,2016,1114,670000
2022-02,4 ROOM,25,PUNGGOL WAY,10 TO 12,93,Model A,2016,1121,530000
2022-04,4 ROOM,25,PUNGGOL WAY,01 TO 03,93,Model A,2016,1119,490000
2022-12,4 ROOM,25,PUNGGOL WAY,13 TO 15,93,Model A,2016,1111,578000
2022-01,3 ROOM,25,PUNGGOL WAY,13 TO 15,68,Model A,2016,1121,458000
2022-01,3 ROOM,25,PUNGGOL WAY,07 TO 09,68,Model A,2016,1122,400000
2022-01,3 ROOM,25,PUNGGOL WAY,07 TO 09,68,Model A,2016,1122,405888
2022-02,3 ROOM,25,PUNGGOL WAY,10 TO 12,68,Model A,2016,1121,425888
2022-02,3 ROOM,25,PUNGGOL WAY,13 TO 15,68,Model A,2016,1121,430000
2022-04,3 ROOM,25,PUNGGOL WAY,10 TO 12,68,Model A,2016,1118,440000
2022-05,4 ROOM,25,PUNGGOL WAY,01 TO 03,93,Model A,2016,1117,500000
2022-07,3 ROOM,25,PUNGGOL WAY,04 TO 06,68,Model A,2016,1116,425000
2022-09,3 ROOM,25,PUNGGOL WAY,04 TO 06,68,Model A,2016,1114,415000
2022-04,4 ROOM,25,PUNGGOL WAY,13 TO 15,93,Model A,2016,1118,560000
2022-04,4 ROOM,25,PUNGGOL WAY,01 TO 03,93,Model A,2016,1118,500000
2022-11,5 ROOM,25,PUNGGOL WAY,13 TO 15,113,Improved,2016,1113,730000
2022-03,4 ROOM,25,PUNGGOL WAY,04 TO 06,93,Model A,2016,1119,492000
2022-04,4 ROOM,25,PUNGGOL WAY,01 TO 03,93,Model A,2016,1118,460000
2022-10,4 ROOM,25,PUNGGOL WAY,04 TO 06,93,Model A,2016,1113,525000
2022-10,4 ROOM,25,PUNGGOL WAY,04 TO 06,93,Model A,2016,1113,515000
2022-12,4 ROOM,25,PUNGGOL WAY,13 TO 15,93,Model A,2016,1111,590000
2022-12,4 ROOM,25,PUNGGOL WAY,01 TO 03,93,Model A,2016,1111,530000
2022-01,5 ROOM,25,PUNGGOL WAY,07 TO 09,112,Improved,2015,1109,640000
2022-07,5 ROOM,25,PUNGGOL WAY,01 TO 03,112,Improved,2015,1104,631500
2022-10,5 ROOM,25,PUNGGOL WAY,10 TO 12,112,Improved,2015,1100,728888
2022-04,4 ROOM,25,PUNGGOL WAY,10 TO 12,92,Model A,2015,1107,591000
2022-08,5 ROOM,25,PUNGGOL WAY,16 TO 18,112,Improved,2015,1103,752888
2022-10,5 ROOM,25,PUNGGOL WAY,13 TO 15,112,Improved,2015,1101,752888
2022-09,5 ROOM,25,PUNGGOL WAY,01 TO 03,111,Improved,2015,1102,652000
2022-04,5 ROOM,25,PUNGGOL WAY,10 TO 12,112,Improved,2015,1107,678000
2022-06,5 ROOM,25,PUNGGOL WAY,10 TO 12,111,Improved,2015,1105,710000
2022-09,4 ROOM,25,PUNGGOL WAY,01 TO 03,92,Model A,2015,1102,550000
2022-10,4 ROOM,25,PUNGGOL WAY,07 TO 09,92,Model A,2015,1101,628000
2022-04,5 ROOM,25,PUNGGOL WAY,10 TO 12,111,Improved,2015,1107,730000
2022-04,4 ROOM,25,PUNGGOL WAY,07 TO 09,92,Model A,2015,1107,558888
2022-06,5 ROOM,25,PUNGGOL WAY,16 TO 18,112,Improved,2015,1105,725000
2022-10,5 ROOM,25,PUNGGOL WAY,04 TO 06,111,Improved,2015,1101,685000
2022-12,5 ROOM,25,PUNGGOL WAY,04 TO 06,111,Improved,2015,1099,695000
2022-12,4 ROOM,25,PUNGGOL WAY,16 TO 18,92,Model A,2015,1099,600000
2022-04,4 ROOM,25,PUNGGOL WAY,10 TO 12,92,Model A,2015,1107,568000
2022-12,5 ROOM,25,PUNGGOL WAY,16 TO 18,112,Improved,2015,1100,738000
2022-06,4 ROOM,25,PUNGGOL WAY,04 TO 06,92,Model A,2015,1105,525000
2022-07,4 ROOM,25,PUNGGOL WAY,13 TO 15,92,Model A,2015,1103,610000
2022-11,4 ROOM,25,PUNGGOL WAY,04 TO 06,92,Model A,2015,1100,540000
2022-05,4 ROOM,25,PUNGGOL WAY,13 TO 15,92,Model A,2015,1105,570000
2022-05,4 ROOM,25,PUNGGOL WAY,13 TO 15,92,Model A,2015,1106,550000
2022-08,4 ROOM,25,PUNGGOL WAY,10 TO 12,92,Model A,2015,1103,590000
2022-04,5 ROOM,25,PUNGGOL WAY,04 TO 06,111,Improved,2015,1107,655000
2022-04,4 ROOM,25,PUNGGOL WAY,10 TO 12,92,Model A,2015,1106,540000
2022-10,5 ROOM,25,PUNGGOL WAY,13 TO 15,111,Improved,2015,1100,765000
2022-10,4 ROOM,25,PUNGGOL WAY,13 TO 15,92,Model A,2015,1101,588888
2022-01,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Premium Apartment,2013,1081,528888
2022-01,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1080,535000
2022-09,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Premium Apartment,2013,1073,550000
2022-10,4 ROOM,9,PUNGGOL FIELD,04 TO 06,97,Premium Apartment,2013,1072,650000
2022-11,4 ROOM,9,PUNGGOL FIELD,10 TO 12,97,Premium Apartment,2013,1071,680000
2022-12,5 ROOM,9,PUNGGOL FIELD,13 TO 15,115,Premium Apartment,2013,1070,768000
2022-01,5 ROOM,9,PUNGGOL FIELD,10 TO 12,116,Premium Apartment,2013,1081,678000
2022-03,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1078,525000
2022-09,5 ROOM,9,PUNGGOL FIELD,01 TO 03,115,Premium Apartment,2013,1073,710000
2022-09,5 ROOM,9,PUNGGOL FIELD,13 TO 15,116,Premium Apartment,2013,1073,758888
2022-03,4 ROOM,9,PUNGGOL FIELD,01 TO 03,97,Premium Apartment,2013,1081,560000
2022-02,4 ROOM,9,PUNGGOL FIELD,13 TO 15,93,Premium Apartment,2013,1079,580000
