Date,Type,Block,Street,Story,Area,Model  ,LeaseBegin,LeaseRemaining(in months),ResalePrice
2022-03,5 ROOM,10,PUNGGOL FIELD WALK,10 TO 12,110,Improved,2003,964,510000
2022-04,4 ROOM,10,PUNGGOL FIELD WALK,04 TO 06,85,Model A,2003,963,460000
2022-07,4 ROOM,10,PUNGGOL FIELD WALK,16 TO 18,85,Model A,2003,960,485000
2022-09,5 ROOM,10,PUNGGOL FIELD WALK,04 TO 06,110,Improved,2003,958,528000
2022-07,5 ROOM,10,PUNGGOL FIELD WALK,10 TO 12,110,Improved,2003,961,580000
2022-07,5 ROOM,10,PUNGGOL FIELD WALK,07 TO 09,110,Improved,2003,961,560000
2022-01,4 ROOM,6,PUNGGOL CTRL,07 TO 09,95,Premium Apartment,2004,976,490000
2022-07,4 ROOM,6,PUNGGOL CTRL,16 TO 18,95,Premium Apartment,2004,971,520000
2022-08,4 ROOM,6,PUNGGOL CTRL,04 TO 06,95,Premium Apartment,2004,970,488000
2022-08,5 ROOM,6,PUNGGOL CTRL,01 TO 03,114,Premium Apartment,2004,970,520000
2022-01,4 ROOM,6,PUNGGOL CTRL,10 TO 12,94,Premium Apartment,2004,977,450000
2022-03,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,974,578000
2022-04,5 ROOM,6,PUNGGOL CTRL,13 TO 15,114,Premium Apartment,2004,973,610000
2022-02,4 ROOM,6,PUNGGOL CTRL,13 TO 15,95,Premium Apartment,2004,977,475000
2022-02,5 ROOM,6,PUNGGOL CTRL,01 TO 03,114,Premium Apartment,2004,975,503000
2022-05,5 ROOM,6,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,973,543000
2022-06,4 ROOM,6,PUNGGOL CTRL,19 TO 21,95,Premium Apartment,2004,972,518000
2022-09,4 ROOM,6,PUNGGOL CTRL,04 TO 06,95,Premium Apartment,2004,969,475000
2022-01,5 ROOM,6,PUNGGOL CTRL,16 TO 18,114,Premium Apartment,2004,977,560000
2022-02,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,976,570000
2022-02,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,976,538000
2022-06,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,972,580000
2022-09,5 ROOM,6,PUNGGOL CTRL,07 TO 09,114,Premium Apartment,2004,968,570000
2022-01,5 ROOM,6,PUNGGOL CTRL,07 TO 09,114,Premium Apartment,2004,977,560000
2022-04,5 ROOM,6,PUNGGOL CTRL,07 TO 09,114,Premium Apartment,2004,973,590000
2022-09,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,969,610000
2022-10,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,968,610000
2022-01,5 ROOM,6,PUNGGOL CTRL,13 TO 15,114,Premium Apartment,2004,979,600000
2022-03,4 ROOM,6,PUNGGOL CTRL,16 TO 18,94,Premium Apartment,2004,977,497000
2022-09,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,971,613000
2022-03,4 ROOM,6,PUNGGOL CTRL,01 TO 03,95,Premium Apartment,2004,975,432000
2022-03,5 ROOM,6,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,975,540000
2022-06,5 ROOM,6,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,972,580000
2022-08,4 ROOM,6,PUNGGOL CTRL,19 TO 21,95,Premium Apartment,2004,970,510000
2022-08,5 ROOM,6,PUNGGOL CTRL,16 TO 18,114,Premium Apartment,2004,970,615000
2022-09,5 ROOM,6,PUNGGOL CTRL,10 TO 12,114,Premium Apartment,2004,969,640000
2022-01,5 ROOM,6,PUNGGOL CTRL,07 TO 09,114,Premium Apartment,2004,978,530000
2022-03,5 ROOM,6,PUNGGOL CTRL,16 TO 18,114,Premium Apartment,2004,975,595000
2022-07,5 ROOM,6,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,971,555000
2022-10,5 ROOM,6,PUNGGOL CTRL,01 TO 03,114,Premium Apartment,2004,968,540000
2022-01,4 ROOM,6,PUNGGOL CTRL,01 TO 03,95,Premium Apartment,2004,977,440000
2022-03,4 ROOM,6,PUNGGOL CTRL,01 TO 03,94,Premium Apartment,2004,974,452000
2022-07,5 ROOM,6,PUNGGOL CTRL,01 TO 03,114,Premium Apartment,2004,971,575000
2022-08,5 ROOM,6,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,970,555000
2022-01,4 ROOM,8,PUNGGOL EAST,04 TO 06,92,Premium Apartment,2009,1035,460000
2022-08,4 ROOM,8,PUNGGOL EAST,13 TO 15,92,Premium Apartment,2009,1028,513000
2022-12,4 ROOM,8,PUNGGOL EAST,10 TO 12,92,Premium Apartment,2009,1024,535000
2022-06,4 ROOM,8,PUNGGOL EAST,01 TO 03,92,Premium Apartment,2009,1030,435000
2022-09,4 ROOM,8,PUNGGOL EAST,13 TO 15,92,Premium Apartment,2009,1026,535000
2022-11,4 ROOM,8,PUNGGOL EAST,01 TO 03,92,Premium Apartment,2009,1025,470000
2022-04,4 ROOM,8,PUNGGOL EAST,01 TO 03,92,Premium Apartment,2009,1031,450000
2022-06,4 ROOM,8,PUNGGOL EAST,16 TO 18,92,Premium Apartment,2009,1029,525000
2022-08,4 ROOM,8,PUNGGOL EAST,16 TO 18,92,Premium Apartment,2009,1028,515000
2022-09,4 ROOM,8,PUNGGOL EAST,07 TO 09,92,Premium Apartment,2009,1027,502500
2022-02,4 ROOM,8,PUNGGOL EAST,04 TO 06,92,Premium Apartment,2009,1034,480000
2022-02,4 ROOM,8,PUNGGOL EAST,13 TO 15,92,Premium Apartment,2009,1034,518888
2022-01,4 ROOM,23,PUNGGOL FIELD,04 TO 06,92,Model A,2014,1096,440000
2022-08,4 ROOM,23,PUNGGOL FIELD,07 TO 09,92,Model A,2014,1089,520000
2022-03,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1094,480000
2022-03,4 ROOM,23,PUNGGOL FIELD,04 TO 06,92,Model A,2014,1093,506888
2022-10,4 ROOM,23,PUNGGOL FIELD,07 TO 09,92,Model A,2014,1087,525000
2022-11,4 ROOM,23,PUNGGOL FIELD,13 TO 15,93,Model A,2014,1086,568000
2022-12,4 ROOM,23,PUNGGOL FIELD,16 TO 18,93,Model A,2014,1085,578000
2022-02,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1095,493888
2022-05,4 ROOM,23,PUNGGOL FIELD,04 TO 06,92,Model A,2014,1092,473888
2022-09,4 ROOM,23,PUNGGOL FIELD,10 TO 12,92,Model A,2014,1088,550000
2022-12,4 ROOM,23,PUNGGOL FIELD,04 TO 06,92,Model A,2014,1085,535000
2022-01,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1096,515080
2022-04,4 ROOM,23,PUNGGOL FIELD,10 TO 12,93,Model A,2014,1092,520000
2022-07,4 ROOM,23,PUNGGOL FIELD,13 TO 15,92,Model A,2014,1089,535000
2022-09,4 ROOM,23,PUNGGOL FIELD,16 TO 18,93,Model A,2014,1088,572000
2022-09,4 ROOM,23,PUNGGOL FIELD,07 TO 09,92,Model A,2014,1088,540000
2022-03,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1093,568000
2022-04,5 ROOM,23,PUNGGOL FIELD,10 TO 12,112,Improved,2014,1092,630000
2022-10,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1087,575888
2022-11,4 ROOM,23,PUNGGOL FIELD,16 TO 18,92,Model A,2014,1086,592300
2022-01,5 ROOM,1,EDGEDALE PLAINS,16 TO 18,110,Improved,2004,972,540000
2022-01,4 ROOM,1,EDGEDALE PLAINS,01 TO 03,85,Model A,2004,972,425000
2022-02,5 ROOM,1,EDGEDALE PLAINS,16 TO 18,110,Improved,2004,972,538000
2022-02,4 ROOM,1,EDGEDALE PLAINS,13 TO 15,85,Model A,2004,972,460000
2022-04,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,969,540000
2022-03,5 ROOM,1,EDGEDALE PLAINS,01 TO 03,110,Improved,2004,971,495000
2022-06,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,968,565000
2022-09,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,965,530000
2022-10,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,964,555000
2022-04,4 ROOM,1,EDGEDALE PLAINS,04 TO 06,85,Model A,2004,971,455000
2022-09,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,967,572000
2022-09,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,967,560000
2022-04,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,975,505000
2022-11,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,968,588000
2022-09,5 ROOM,1,EDGEDALE PLAINS,10 TO 12,110,Improved,2004,968,570000
2022-09,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,968,545000
2022-09,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,967,586000
2022-10,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,967,558000
2022-12,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,964,590000
2022-08,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,969,532000
2022-08,4 ROOM,1,EDGEDALE PLAINS,07 TO 09,85,Model A,2004,969,483000
2022-08,4 ROOM,1,EDGEDALE PLAINS,16 TO 18,85,Model A,2004,969,500000
2022-11,5 ROOM,1,EDGEDALE PLAINS,10 TO 12,110,Improved,2004,966,560888
2022-11,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,965,560000
2022-04,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2003,969,500000
2022-06,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,967,530000
2022-08,5 ROOM,9,PUNGGOL FIELD,16 TO 18,110,Improved,2003,964,550000
2022-11,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,961,560000
2022-04,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,969,520000
2022-09,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2003,964,490000
2022-01,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,972,500000
2022-07,5 ROOM,9,PUNGGOL FIELD,10 TO 12,112,Improved,2003,967,528000
2022-09,4 ROOM,9,PUNGGOL FIELD,13 TO 15,90,Model A,2003,964,500000
2022-04,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,967,520000
2022-09,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,962,546310
2022-11,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,960,570000
2022-12,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,959,559000
2022-03,5 ROOM,1,EDGEDALE PLAINS,10 TO 12,110,Improved,2003,970,493000
2022-05,5 ROOM,1,EDGEDALE PLAINS,16 TO 18,112,Improved,2003,968,560000
2022-01,5 ROOM,1,EDGEDALE PLAINS,10 TO 12,110,Improved,2004,972,530000
2022-02,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,972,533000
2022-09,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,965,530000
2022-12,4 ROOM,1,EDGEDALE PLAINS,10 TO 12,90,Model A,2004,962,488000
2022-04,4 ROOM,1,EDGEDALE PLAINS,10 TO 12,90,Model A,2004,970,490000
2022-07,5 ROOM,1,EDGEDALE PLAINS,07 TO 09,110,Improved,2004,966,540000
2022-09,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,965,568000
2022-09,5 ROOM,1,EDGEDALE PLAINS,13 TO 15,110,Improved,2004,965,549000
2022-10,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,964,530000
2022-11,5 ROOM,1,EDGEDALE PLAINS,04 TO 06,110,Improved,2004,963,538000
2022-01,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2003,970,480000
2022-04,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2003,966,530000
2022-04,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2003,965,519000
2022-07,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,963,525000
2022-08,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,962,550000
2022-09,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,961,532000
2022-11,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,959,537000
2022-02,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2003,968,495000
2022-06,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2003,963,550000
2022-06,4 ROOM,9,PUNGGOL FIELD,07 TO 09,90,Model A,2003,963,440000
2022-08,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,960,568000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,90,Model A,2003,957,495000
2022-02,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,968,505000
2022-06,5 ROOM,9,PUNGGOL FIELD,13 TO 15,111,Improved,2003,963,555000
2022-05,5 ROOM,9,PUNGGOL FIELD,16 TO 18,111,Improved,2003,962,563000
2022-05,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2003,961,540000
2022-10,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,957,570000
2022-01,5 ROOM,18,EDGEFIELD PLAINS,07 TO 09,110,Improved,2003,966,500000
2022-03,5 ROOM,18,EDGEFIELD PLAINS,13 TO 15,110,Improved,2003,963,535000
2022-04,5 ROOM,18,EDGEFIELD PLAINS,16 TO 18,111,Improved,2003,963,532000
2022-04,5 ROOM,18,EDGEFIELD PLAINS,01 TO 03,110,Improved,2003,963,483000
2022-07,5 ROOM,18,EDGEFIELD PLAINS,13 TO 15,110,Improved,2003,960,538000
2022-08,5 ROOM,18,EDGEFIELD PLAINS,10 TO 12,110,Improved,2003,959,535000
2022-09,5 ROOM,18,EDGEFIELD PLAINS,07 TO 09,110,Improved,2003,959,560888
2022-12,5 ROOM,18,EDGEFIELD PLAINS,07 TO 09,110,Improved,2003,956,568000
2022-01,4 ROOM,18,EDGEFIELD PLAINS,13 TO 15,90,Model A,2003,968,435000
2022-04,5 ROOM,18,EDGEFIELD PLAINS,07 TO 09,110,Improved,2003,964,528000
2022-07,5 ROOM,18,EDGEFIELD PLAINS,10 TO 12,110,Improved,2003,962,568000
2022-09,5 ROOM,18,EDGEFIELD PLAINS,01 TO 03,110,Improved,2003,960,520000
2022-09,4 ROOM,18,EDGEFIELD PLAINS,04 TO 06,90,Model A,2003,960,468000
2022-03,4 ROOM,18,EDGEFIELD PLAINS,10 TO 12,90,Model A,2003,965,445000
2022-08,5 ROOM,18,EDGEFIELD PLAINS,07 TO 09,110,Improved,2003,961,560000
2022-09,5 ROOM,18,EDGEFIELD PLAINS,16 TO 18,110,Improved,2003,960,590000
2022-02,4 ROOM,18,EDGEFIELD PLAINS,16 TO 18,86,Model A,2003,968,410000
2022-06,5 ROOM,18,EDGEFIELD PLAINS,01 TO 03,110,Improved,2003,964,528000
2022-07,4 ROOM,18,EDGEFIELD PLAINS,04 TO 06,87,Model A,2003,963,455000
2022-08,4 ROOM,18,EDGEFIELD PLAINS,13 TO 15,85,Model A,2003,962,455000
2022-12,4 ROOM,18,EDGEFIELD PLAINS,13 TO 15,87,Model A,2003,957,486000
2022-03,4 ROOM,12,PUNGGOL RD,01 TO 03,90,Premium Apartment,2007,1014,450000
2022-03,4 ROOM,12,PUNGGOL RD,01 TO 03,90,Premium Apartment,2007,1013,468000
2022-04,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1013,498888
2022-07,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1009,510000
2022-09,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1007,530000
2022-09,4 ROOM,12,PUNGGOL RD,04 TO 06,90,Premium Apartment,2007,1008,480000
2022-09,4 ROOM,12,PUNGGOL RD,07 TO 09,90,Premium Apartment,2007,1008,512888
2022-07,4 ROOM,12,PUNGGOL RD,13 TO 15,90,Premium Apartment,2007,1010,515000
2022-07,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1010,490000
2022-11,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1006,525000
2022-01,4 ROOM,12,PUNGGOL RD,01 TO 03,90,Premium Apartment,2007,1015,445000
2022-03,4 ROOM,12,PUNGGOL RD,16 TO 18,90,Premium Apartment,2007,1014,500000
2022-08,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1009,550000
2022-11,4 ROOM,12,PUNGGOL RD,04 TO 06,90,Premium Apartment,2007,1006,499000
2022-11,4 ROOM,12,PUNGGOL RD,04 TO 06,90,Premium Apartment,2007,1006,495000
2022-03,4 ROOM,12,PUNGGOL RD,10 TO 12,90,Premium Apartment,2007,1013,510000
2022-11,4 ROOM,12,PUNGGOL RD,16 TO 18,90,Premium Apartment,2007,1006,540000
2022-05,4 ROOM,9,PUNGGOL FIELD,16 TO 18,90,Model A,2003,961,480000
2022-06,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,960,515000
2022-09,4 ROOM,9,PUNGGOL FIELD,04 TO 06,90,Model A,2003,957,480000
2022-05,5 ROOM,9,PUNGGOL FIELD,10 TO 12,112,Improved,2003,961,538000
2022-12,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,954,540000
2022-03,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,964,508000
2022-10,4 ROOM,9,PUNGGOL FIELD,07 TO 09,85,Model A,2003,958,480000
2022-12,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,956,599888
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,85,Model A,2003,956,491188
2022-07,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,961,508000
2022-01,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,964,481000
2022-08,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2003,958,512000
2022-10,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,956,560000
2022-06,4 ROOM,9,PUNGGOL FIELD,16 TO 18,90,Model A,2003,960,488000
2022-09,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,956,530000
2022-04,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,963,535000
2022-09,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,958,555000
2022-04,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2003,964,533000
2022-08,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2003,960,565000
2022-11,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,958,520000
2022-11,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2003,957,546000
2022-01,4 ROOM,9,PUNGGOL FIELD,04 TO 06,90,Model A,2004,978,440000
2022-03,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2004,977,540000
2022-06,4 ROOM,9,PUNGGOL FIELD,10 TO 12,90,Model A,2004,974,488000
2022-10,4 ROOM,9,PUNGGOL FIELD,07 TO 09,90,Model A,2004,970,500000
2022-01,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2004,979,540000
2022-08,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2004,972,570000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,90,Model A,2004,968,530000
2022-01,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2004,978,520000
2022-03,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2004,976,540000
2022-11,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2004,969,558000
2022-12,5 ROOM,9,PUNGGOL FIELD,04 TO 06,110,Improved,2004,968,558000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,90,Model A,2004,969,510000
2022-08,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2004,971,505000
2022-01,5 ROOM,9,PUNGGOL FIELD,16 TO 18,110,Improved,2004,980,510000
2022-04,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2004,979,530000
2022-06,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,976,600000
2022-06,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,976,575000
2022-02,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,982,533000
2022-03,4 ROOM,9,PUNGGOL FIELD,01 TO 03,90,Model A,2004,980,463000
2022-10,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2004,974,550000
2022-04,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,977,530000
2022-05,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2004,976,558000
2022-07,4 ROOM,9,PUNGGOL FIELD,07 TO 09,90,Model A,2004,976,460000
2022-09,4 ROOM,9,PUNGGOL FIELD,10 TO 12,90,Model A,2004,974,490000
2022-11,5 ROOM,9,PUNGGOL FIELD,16 TO 18,110,Improved,2004,972,596888
2022-06,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,978,510000
2022-05,5 ROOM,9,PUNGGOL FIELD,10 TO 12,110,Improved,2004,978,535000
2022-08,5 ROOM,9,PUNGGOL FIELD,13 TO 15,110,Improved,2004,976,556000
2022-11,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2004,973,556000
2022-06,5 ROOM,9,PUNGGOL FIELD,01 TO 03,110,Improved,2004,977,510000
2022-11,5 ROOM,9,PUNGGOL FIELD,07 TO 09,110,Improved,2004,973,588000
2022-10,4 ROOM,11,PUNGGOL PL,04 TO 06,92,Model A,2014,1089,560000
2022-11,5 ROOM,11,PUNGGOL PL,16 TO 18,112,Improved,2014,1088,720000
2022-10,4 ROOM,11,PUNGGOL PL,07 TO 09,92,Model A,2014,1089,557008
2022-11,5 ROOM,11,PUNGGOL PL,13 TO 15,112,Improved,2014,1088,730000
2022-01,3 ROOM,11,PUNGGOL PL,04 TO 06,67,Model A,2014,1097,425000
2022-10,4 ROOM,11,PUNGGOL PL,13 TO 15,92,Model A,2014,1089,585000
2022-11,5 ROOM,11,PUNGGOL PL,04 TO 06,112,Improved,2014,1088,660000
2022-01,3 ROOM,11,PUNGGOL PL,01 TO 03,67,Model A,2014,1098,385000
2022-05,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1094,415000
2022-06,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1093,450000
2022-08,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1091,453168
2022-03,3 ROOM,11,PUNGGOL PL,13 TO 15,67,Model A,2014,1095,430000
2022-03,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1095,390000
2022-08,3 ROOM,11,PUNGGOL PL,13 TO 15,67,Model A,2014,1091,450000
2022-08,3 ROOM,11,PUNGGOL PL,16 TO 18,67,Model A,2014,1091,480000
2022-02,4 ROOM,11,PUNGGOL PL,13 TO 15,92,Model A,2014,1096,545000
2022-03,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1095,442000
2022-11,4 ROOM,11,PUNGGOL PL,04 TO 06,92,Model A,2014,1088,565000
2022-12,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1088,480000
2022-01,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1104,410000
2022-01,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1104,531000
2022-03,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1101,535000
2022-07,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1098,545000
2022-08,3 ROOM,11,PUNGGOL PL,10 TO 12,67,Model A,2014,1097,445000
2022-11,4 ROOM,11,PUNGGOL PL,07 TO 09,92,Model A,2014,1094,538000
2022-11,4 ROOM,11,PUNGGOL PL,13 TO 15,92,Model A,2014,1094,560000
2022-02,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1103,510000
2022-05,4 ROOM,11,PUNGGOL PL,04 TO 06,92,Model A,2014,1100,505000
2022-06,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1099,535000
2022-03,3 ROOM,11,PUNGGOL PL,04 TO 06,67,Model A,2014,1101,425000
2022-10,3 ROOM,11,PUNGGOL PL,01 TO 03,67,Model A,2014,1095,385000
2022-05,4 ROOM,11,PUNGGOL PL,01 TO 03,92,Model A,2014,1099,496000
2022-09,3 ROOM,11,PUNGGOL PL,01 TO 03,67,Model A,2014,1096,425008
2022-11,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1094,558888
2022-06,4 ROOM,11,PUNGGOL PL,10 TO 12,92,Model A,2014,1099,560000
2022-09,4 ROOM,11,PUNGGOL PL,13 TO 15,92,Model A,2014,1095,555000
2022-11,3 ROOM,11,PUNGGOL PL,13 TO 15,67,Model A,2014,1095,440800
2022-01,3 ROOM,11,PUNGGOL PL,04 TO 06,67,Model A,2014,1104,385000
2022-09,3 ROOM,11,PUNGGOL PL,16 TO 18,67,Model A,2014,1096,440000
2022-12,3 ROOM,11,PUNGGOL PL,16 TO 18,67,Model A,2014,1094,443888
2022-04,3 ROOM,13,PUNGGOL WALK,07 TO 09,67,Model A,2014,1092,410000
2022-01,4 ROOM,13,PUNGGOL WALK,16 TO 18,95,Model A,2014,1095,550000
2022-05,3 ROOM,13,PUNGGOL WALK,10 TO 12,67,Model A,2014,1092,426000
2022-07,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Model A,2014,1090,573888
2022-10,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Model A,2014,1087,582000
2022-04,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Model A,2014,1093,487000
2022-08,3 ROOM,13,PUNGGOL WALK,16 TO 18,67,Model A,2014,1089,436888
2022-08,4 ROOM,13,PUNGGOL WALK,16 TO 18,92,Model A,2014,1090,577000
2022-09,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Model A,2014,1088,545000
2022-01,3 ROOM,13,PUNGGOL WALK,07 TO 09,67,Model A,2014,1096,420000
2022-03,3 ROOM,13,PUNGGOL WALK,10 TO 12,67,Model A,2014,1093,428888
2022-06,3 ROOM,13,PUNGGOL WALK,13 TO 15,67,Model A,2014,1091,436000
2022-08,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Model A,2014,1088,570000
2022-04,3 ROOM,13,PUNGGOL WALK,10 TO 12,67,Model A,2015,1105,410000
2022-05,3 ROOM,13,PUNGGOL WALK,10 TO 12,67,Model A,2015,1103,428000
2022-07,4 ROOM,13,PUNGGOL WALK,04 TO 06,93,Model A,2015,1102,533000
2022-09,3 ROOM,13,PUNGGOL WALK,10 TO 12,67,Model A,2015,1100,440000
